claim_amount,rider_experience_months,claims_last_30_days,claims_last_7_days,distance_from_zone_km,time_since_last_claim_hours,trigger_weather_match,other_riders_same_zone_claimed,claim_hour,day_of_week,policy_age_days,is_fraudulent
8500,13,0,0,3.4903386963102094,85.50759294941788,1,1,11,3,45,0
17000,30,3,0,8.79,12.262376906692253,0,0,4,1,1,1
10800,20,3,1,17.51,93.6709111971153,0,0,12,3,4,1
5800,3,1,0,0.40284041251003794,327.3280069278035,1,0,15,5,27,0
14500,1,12,5,6.11,39.011107022620145,1,1,2,6,16,1
8100,60,0,0,1.9775097218880617,542.1031758284391,1,1,16,1,51,0
5600,6,0,2,0.5293129362876027,32.95039247439058,1,0,14,6,70,0
14700,21,1,0,0.6683232460435323,23.42997710871557,1,1,12,5,156,0
11200,5,1,1,4.230630453620593,409.2482691351498,1,1,8,2,16,0
11800,6,3,2,9.04,7.972375095530869,0,0,11,4,2,1
8500,9,2,0,1.9048100889659896,404.4281838118827,1,1,9,5,7,0
4900,4,2,0,2.6082334913398557,28.045729955943575,1,1,9,3,69,0
14600,2,6,0,2.79,22.57025682023329,0,0,1,6,1,1
17300,10,0,1,0.0031887970030557537,210.76374754259297,1,1,10,6,37,0
17400,12,0,0,0.4282584868649584,720.0,1,1,22,6,167,0
4800,11,0,0,1.8402480666586198,168.98031337727215,1,1,16,2,41,0
6300,22,2,0,2.279861380017048,330.45881022030255,1,1,21,5,57,0
10400,20,0,0,2.741366447989772,201.27830215766875,1,1,16,3,113,0
17700,6,1,0,4.996073339436285,28.27166198666686,1,1,21,3,69,0
12700,13,0,0,0.11339080235582484,469.121639608088,1,1,10,1,12,0
14800,8,0,0,2.0822393136345485,583.8454888948723,1,0,15,5,7,0
7100,7,0,1,4.379793603420971,190.4643538693372,1,0,19,6,80,0
12100,60,2,0,0.18226606380888996,247.48437284783398,1,0,15,2,34,0
11500,22,0,1,0.07321421941588215,55.889306311293204,0,1,9,3,32,0
15600,19,2,1,3.853956664747818,58.13885168922711,1,1,20,6,106,0
9800,13,1,1,1.1254070329126686,45.89456881053537,1,0,21,4,35,0
17500,5,0,0,0.5928659679566249,87.19888206361854,1,1,21,2,11,0
9200,13,2,0,0.5802937140184767,139.93091056016078,1,1,20,6,28,0
10900,18,1,0,3.420970366822591,126.66513191780936,1,1,17,4,43,0
11400,7,1,0,1.0157100454144472,706.761132899414,1,1,9,1,52,0
15700,1,6,1,20.68,8.351826247767459,0,0,12,3,12,1
7000,16,0,1,1.3920583231938577,297.04130872645146,1,1,22,1,19,0
5800,20,2,0,1.142970044374503,162.46298653037667,1,1,19,2,40,0
16500,10,0,0,0.29586162900178403,42.14493181906282,1,1,11,1,11,0
6000,4,2,0,0.1579509978869711,13.177486827901557,1,1,10,2,40,0
10900,14,1,1,0.3372899093375769,432.6011087258891,1,1,15,6,33,0
12400,20,1,1,8.832046093420285,271.33071680139926,1,1,20,6,11,0
11200,1,12,3,5.36,7.594481074684088,0,0,4,0,2,1
5300,7,0,0,2.460464131365513,366.9288115073521,1,1,22,1,117,0
6200,18,0,0,2.086393931617553,86.77078577609882,1,1,17,2,117,0
13900,4,2,0,1.2831711023292192,42.21437666756811,1,1,8,3,78,0
5400,14,0,0,5.221977582261452,74.81969688761873,1,1,22,2,51,0
14300,7,2,0,0.6295721507835815,136.70594614104758,1,1,21,3,7,0
13800,36,0,1,2.6105610875473584,225.3735851835327,1,1,21,4,10,0
13600,13,0,0,5.171182291736018,17.395885695305825,1,1,12,5,316,0
7400,4,2,0,1.1915082368902064,527.4171833742215,1,1,12,3,55,0
16700,2,6,2,5.46,2.8712259604073775,0,0,22,5,26,1
4200,25,1,0,2.649288385189779,170.5686174350641,1,1,18,2,113,0
13300,22,0,0,3.0898948374203856,54.718334498998956,0,1,10,6,18,0
13600,11,2,0,0.8292687538738762,669.5596206887174,1,1,12,3,110,0
17700,6,2,0,0.2889574973267767,50.62072712129475,1,1,13,3,21,0
6700,3,1,1,2.865977038166591,277.79859120456916,1,1,15,3,11,0
17100,24,0,1,0.5524662603592609,205.93571808450085,1,1,9,3,26,0
17600,6,0,0,2.505440878073919,44.449288515795956,1,0,15,5,51,0
13200,5,2,1,0.7022235869178399,178.58841736537804,1,1,11,5,46,0
17000,47,0,0,1.307936776707306,76.6662260530741,1,1,18,1,14,0
17900,17,1,1,5.759588175337988,216.5297570006786,1,1,12,4,42,0
13800,4,1,0,1.1405677174958426,517.5060282270214,1,1,9,0,46,0
15900,33,1,0,4.986887612025981,157.02449237942753,1,0,22,4,14,0
5600,31,1,2,2.9923112427104415,506.68381276488645,0,1,20,0,25,0
17300,22,0,0,1.194427001714054,106.68001955664208,1,1,19,2,113,0
4600,8,1,1,1.4886253164292627,109.70252205744654,1,1,13,0,16,0
12000,9,0,1,2.3997268571783024,207.94733073655954,1,1,18,1,39,0
5900,10,1,0,1.2924688416960848,125.13963105833476,1,1,19,1,28,0
16700,31,3,1,0.2012989960904489,624.4165843337516,1,0,8,5,46,0
12100,3,0,0,1.2767017975442883,105.72637444829087,1,1,14,1,162,0
7100,20,0,1,2.3422431871773686,55.025405909109296,1,1,22,2,140,0
10700,26,1,0,4.43614164537477,55.06085707503444,1,1,11,6,67,0
6900,6,1,0,0.7918465586807761,125.4900869689679,1,1,14,1,12,0
15700,17,1,1,0.4555306397525529,117.72725133839687,0,1,19,6,52,0
17800,15,0,0,2.9259235975781026,72.70918721607656,1,0,21,0,60,0
9200,31,0,1,1.6215418163399993,284.0925477262748,1,1,17,0,67,0
14200,10,0,0,0.1338422119065067,564.9589513386187,1,0,18,2,57,0
13700,13,0,2,3.6174202167430236,74.06501634270383,0,1,14,0,18,0
4600,5,0,1,0.13493530437894077,120.39681751950272,0,1,22,3,15,0
10700,1,9,3,7.16,24.70375420855011,0,1,5,3,9,1
7200,25,0,1,8.73725969447568,385.0126749449028,1,1,13,1,67,0
14400,4,0,1,1.786581392604115,299.9053946736537,1,1,9,4,184,0
17500,29,0,0,1.8879186354939552,295.42428430088387,1,1,18,0,83,0
6000,15,2,0,0.8099372167859354,218.677388298429,0,1,15,0,57,0
6800,5,1,0,6.745368809853747,119.26002459934149,1,1,9,4,102,0
15200,8,1,0,2.732058784187037,21.367727349405413,1,1,8,0,24,0
15400,6,0,0,2.1721630939338246,631.2164981331879,1,1,9,1,50,0
11800,5,0,0,0.46688719773110954,143.17533104873056,1,1,20,5,35,0
11600,13,2,0,5.599373427975084,53.197390254013136,1,1,18,2,70,0
13800,30,1,0,3.481623916143451,120.1285319506331,1,1,14,6,67,0
4200,59,2,1,4.172927032267433,208.87903312053945,0,1,17,1,17,0
16900,12,1,0,0.749557455103947,50.59791970069687,1,1,8,6,83,0
9000,15,1,0,0.03618523016450006,212.9740868815692,1,1,14,4,13,0
13500,12,0,0,4.232557453465072,294.9848284681663,1,1,14,2,36,0
10300,32,2,1,7.563127019615504,330.7933731462291,1,1,21,4,47,0
12600,4,0,0,0.8459277451892177,209.28704250852127,0,1,12,4,133,0
11900,14,1,0,4.12190239207859,31.783074172291816,1,1,20,3,11,0
13600,17,1,0,10.214926312864074,26.131094939219203,1,1,16,5,82,0
10000,8,1,0,1.7660321969823474,534.4588018193385,1,1,13,1,47,0
4000,60,1,2,3.381223501020881,37.905466222673624,1,1,21,0,7,0
11000,43,0,0,3.9022267546924287,49.75643267587383,1,1,20,5,20,0
4200,3,1,0,1.7177725861088509,150.05009845134478,1,0,10,5,35,0
17000,9,1,0,0.7884515179418288,369.3759751449834,1,1,21,3,18,0
15300,23,1,1,2.8064410966576734,28.63614394419149,1,1,14,1,14,0
17400,5,0,0,3.3657341009253554,102.31948290980327,1,1,16,3,72,0
4200,19,1,2,2.702829878154034,301.77219099240085,1,1,12,0,148,0
7100,36,1,0,12.0,96.49005961843349,0,1,14,2,31,0
6100,8,2,0,0.3360346484482891,97.92636463695992,1,1,20,6,37,0
7800,29,2,1,0.9587200942495856,165.58562079557012,1,1,10,1,63,0
15400,10,2,0,2.1977128348578083,171.73448998734173,1,1,17,6,27,0
17400,6,0,0,3.072495678669362,14.336298839776385,1,1,16,3,133,0
10900,5,1,1,0.6991430692391387,625.9852228139501,1,0,9,4,21,0
9200,33,0,1,0.797421806617203,71.69637095077734,1,1,16,6,34,0
8100,4,12,5,2.76,54.83735097099085,1,1,4,0,5,1
11500,13,0,1,0.7233154725566848,355.77298614908796,1,1,21,4,197,0
14400,11,2,1,0.5794252460268746,21.1602159193723,1,1,16,6,126,0
16200,13,1,0,2.636461850602199,114.3681372144394,1,1,22,2,46,0
15900,60,1,2,1.4539748830721404,459.9735264278768,1,1,9,3,9,0
6600,18,1,0,1.9872280328524066,66.70715286645648,1,1,14,3,27,0
11900,7,0,0,6.06602884506139,47.67354638468749,1,1,15,5,92,0
16500,8,1,0,0.37617589208805957,720.0,1,1,8,6,13,0
6600,11,0,0,0.520612105710657,257.6675048123898,1,1,11,1,36,0
12500,23,1,1,7.0947723264510865,303.60585533300434,1,1,16,6,85,0
15300,43,0,1,0.6550808667630281,220.0455703607911,1,1,18,0,100,0
11200,3,0,0,1.7575805448192807,37.26300596338679,1,1,21,4,48,0
7200,24,2,0,3.039727784623338,24.467176066662685,1,1,20,6,170,0
13500,5,3,1,27.88,4.533521460724759,0,0,21,0,16,1
6200,13,3,0,4.910096154258776,720.0,1,1,17,2,70,0
8100,60,1,0,0.08230150432121791,607.251596009793,1,1,19,5,18,0
8200,9,3,1,2.5056135115829066,51.275607963443534,1,1,20,2,35,0
7300,25,3,0,1.6519757603099974,25.525874648241192,1,1,22,2,16,0
4700,12,1,1,0.18620007747467154,428.8277487329912,1,1,12,3,50,0
14900,27,0,0,3.241253809190057,387.23923069908045,1,1,16,1,25,0
11200,4,3,1,20.97,2.27572248956902,0,0,10,1,8,1
7800,5,1,1,0.08166018612271222,58.80805851583163,1,1,19,1,80,0
10900,31,1,0,1.6333207682632855,112.23217872388797,1,1,9,4,52,0
6600,36,0,0,1.1258008394248493,54.24458316782258,1,1,14,2,13,0
4700,33,0,1,2.1250993449337523,262.4361077606278,1,1,10,3,60,0
4600,16,1,1,1.7537614857191695,720.0,1,1,22,5,28,0
15800,8,2,0,0.4369970591269441,368.3579303569784,1,1,17,3,81,0
4400,3,0,0,4.737818316593188,22.788384098457144,1,1,12,5,17,0
5900,21,2,1,1.785785560819271,213.86697034188742,1,1,18,1,133,0
13300,8,1,1,1.8700749428339558,574.6593473561679,1,1,12,2,30,0
15500,6,9,3,4.31,29.210802408143074,0,1,5,2,30,1
8400,1,12,3,5.22,30.3899100582331,1,1,2,6,13,1
5700,3,0,1,9.23895347982015,33.75577620641886,1,1,21,0,11,0
14800,15,2,0,5.917808209630132,251.80669223565928,1,1,10,3,96,0
12600,9,0,0,1.194006007844657,73.21637118948524,0,0,8,2,92,0
8700,7,0,1,1.2633423109789326,372.70909103382525,1,1,20,3,59,0
9000,10,0,0,2.443788473287526,486.3257563182012,1,0,17,2,12,0
16000,6,0,2,0.8555141768569325,23.893025214833173,0,1,18,1,224,0
6400,3,1,1,2.765818671245825,340.22667547845066,1,1,17,3,22,0
12700,9,2,0,4.078894610366637,201.95898602479545,1,1,16,1,206,0
9900,17,0,0,3.777485168633982,720.0,1,1,19,4,149,0
17900,12,0,0,2.597603499214263,388.7781995762366,1,1,9,0,18,0
12700,13,0,0,2.085285720262862,367.9637955569811,0,1,15,5,9,0
8800,13,1,1,0.6985524429348683,30.444243415397857,1,0,16,3,66,0
5300,23,1,0,9.209119091685512,73.40256518006426,1,1,13,1,105,0
13300,8,1,0,3.324569704519487,140.20926618985183,1,1,15,1,249,0
6800,60,0,1,4.296035796130762,287.90775647799086,1,1,12,0,12,0
15100,9,1,0,1.2662859640839887,64.52674095544499,1,1,15,2,75,0
16800,9,1,1,5.3401864888892305,238.64121419369144,1,1,10,2,17,0
17100,13,1,1,0.5454367325221434,500.9517664455683,1,1,12,6,15,0
12500,13,1,1,4.295632856224348,23.899326132913405,1,1,11,5,16,0
10300,9,3,1,8.0,21.511109152093248,0,0,19,3,21,1
4400,6,2,2,0.04740504581524567,51.7821802163844,1,1,12,0,19,0
10300,25,2,1,4.599880139554861,569.278801432184,1,0,18,2,54,0
8200,31,2,0,0.729157766242384,104.03629832543804,1,1,16,2,36,0
14300,19,2,0,5.029974592176338,76.61545342842749,1,1,16,3,87,0
13600,48,1,0,2.0074585663202384,435.0892563003814,1,1,18,5,75,0
9600,18,3,1,0.5304928301147943,170.46945639231814,1,1,14,5,32,0
13500,8,0,0,0.5523250834919303,96.67980771956914,1,1,9,6,11,0
5300,31,1,0,1.761319590920622,38.34155021841095,1,1,22,0,29,0
12100,4,3,0,3.867428865806997,286.9186803285963,1,1,12,1,99,0
4900,5,0,1,1.1192417171847522,53.97718058946619,1,1,17,6,24,0
7300,3,1,1,1.0501069410727042,95.36948467897008,1,1,13,2,44,0
10300,8,2,1,3.4263718341012166,53.42865594748043,1,1,18,3,19,0
12500,17,2,0,2.3486155725665583,31.186647076500645,1,0,10,5,24,0
11000,30,6,1,14.59,42.14578379582635,0,0,20,3,1,1
4700,11,0,0,1.8901195655514704,58.0456808810677,1,1,9,1,14,0
8600,15,2,0,0.9818857027391391,15.20948385403199,0,1,14,1,22,0
10400,9,0,1,0.05509485259912302,21.501800844296934,1,1,12,4,50,0
15000,15,2,1,2.1458782045667406,284.1000520334827,1,0,18,2,13,0
12900,24,0,0,0.2650338285433136,92.27923705704362,1,1,16,1,78,0
9800,23,0,0,10.535034583579954,39.487361819472596,1,1,11,4,21,0
13800,4,0,0,0.23045189877493055,127.47712938072232,1,1,12,4,17,0
6600,21,1,0,1.4102782584045732,345.7377204330012,1,1,16,4,23,0
5100,9,0,0,4.792776653927437,23.25420140366647,1,1,15,3,131,0
17500,14,1,0,5.073299022550617,320.6317781179157,1,0,22,6,16,0
12400,18,2,0,2.2230433788826702,119.97069496423815,1,0,22,5,86,0
4200,21,2,1,0.5656145368304767,38.68616424549991,1,1,16,0,9,0
16500,7,1,0,1.8560670288715637,157.078895575322,1,1,17,0,124,0
12900,11,0,0,4.487236165778269,602.101872485737,1,1,13,3,42,0
4300,11,1,0,0.9837425320942472,196.66093226971498,1,0,10,4,67,0
5200,5,0,1,2.891032590851437,720.0,1,1,13,4,44,0
6200,13,1,0,1.2350783918546924,19.66385618889056,1,1,9,2,50,0
8000,16,3,1,1.7473694008080767,23.717813721187696,1,1,10,3,22,0
10400,10,0,1,4.1194475737003335,103.16269624375563,0,1,12,0,20,0
12700,1,6,2,8.0,30.237643151142763,0,0,8,1,14,1
14200,10,0,2,0.2443081727928018,114.24027912208228,1,1,12,5,94,0
12600,4,1,0,6.39831878650716,182.64016297984304,1,1,22,2,54,0
6300,31,1,1,2.366535290842364,439.83198510855016,1,1,21,5,34,0
9900,3,3,0,2.7569173907327493,410.31868059497634,1,1,12,4,21,0
9100,59,0,0,2.241057667405048,653.0425796841946,1,0,10,1,11,0
6300,39,0,0,4.1759914144942645,141.36157646915277,1,1,17,0,55,0
16900,60,3,0,0.5062040437560458,118.76036409979022,1,1,18,0,17,0
13200,47,1,0,0.8649986684515427,39.404279080923565,1,1,15,6,108,0
9200,9,1,0,4.493442750388452,15.232474524480757,1,1,10,0,18,0
6500,60,0,1,0.40959928730616624,64.11303094375016,1,1,14,6,8,0
9900,7,1,1,5.007639674394405,720.0,1,1,17,3,40,0
5800,4,2,0,0.4435715338476658,308.65001669480046,1,1,17,3,7,0
17600,4,0,1,3.036017687779937,239.7705474688067,1,1,14,5,58,0
16000,42,1,0,0.6867279642677903,94.33037539428258,1,1,13,5,16,0
8600,4,1,0,6.819785375628164,160.00042267848764,1,1,16,5,62,0
16100,41,1,1,0.7452669430244058,32.88430135896909,1,1,21,5,14,0
9500,9,0,0,3.195035650227163,114.50834599735785,1,1,10,1,7,0
4100,5,3,0,0.3963558304377932,352.82385482805313,1,1,8,5,12,0
14000,10,0,0,10.581782949072679,265.94730562738835,1,0,18,1,18,0
15500,9,1,2,0.15602148911741118,178.61768020976842,1,1,22,5,49,0
8400,15,2,0,0.1924336764891699,265.7703820552322,1,0,19,2,59,0
12300,42,2,0,1.136778540324139,92.70597154560998,1,1,19,4,7,0
9700,32,1,0,2.936967113063433,16.49696977868524,1,1,11,6,17,0
4000,17,1,0,0.12079686615981691,274.0266003815221,1,0,21,1,89,0
6300,6,3,0,3.061867186413946,417.78167887270837,1,1,20,1,46,0
15900,8,0,0,1.4134034433895357,38.074964565228456,1,1,10,5,16,0
17300,21,3,2,17.39,93.78256153736349,0,0,10,3,2,1
5700,17,0,0,0.7596805796946243,109.47653055979127,1,1,18,5,81,0
8600,5,3,2,9.79,1.4116265924213187,0,0,22,5,10,1
9300,6,1,1,1.535943866218212,176.12116944552056,1,1,17,2,31,0
7700,5,2,2,0.09599034098528214,265.4508342581562,1,1,13,6,12,0
4900,3,1,0,0.30189231578580966,225.18827985605816,1,1,10,5,137,0
16000,32,0,0,6.15969232903609,353.77324670171333,1,1,16,0,97,0
6700,12,0,0,7.595107410826936,98.85035983953642,1,1,9,1,54,0
9000,23,2,2,1.035382755821853,59.87843803459702,1,1,20,1,63,0
10500,3,0,0,7.181768307854714,16.326782057801715,1,1,16,3,8,0
11000,2,0,0,3.72,15.63137404914013,0,0,2,3,12,1
6500,37,0,0,0.5086003574887165,198.91762327625153,0,1,16,6,35,0
4200,9,1,0,3.848997201394308,491.9458480986961,1,0,13,3,171,0
14100,9,0,0,2.663658622960234,344.2785703998527,1,1,18,3,22,0
13200,9,2,0,0.6956955150538984,288.2346574427446,1,1,8,1,17,0
5400,29,0,0,2.4785032608431012,542.5558429412633,1,1,14,6,8,0
11500,60,2,0,2.1170384375701317,31.9101877938842,1,1,12,5,44,0
17100,4,3,0,2.361307095298871,251.6268597610964,1,1,10,3,51,0
14800,3,0,0,2.023311517852778,44.82716805376277,1,1,18,4,89,0
17100,15,1,0,3.126325157118552,47.45288921068576,1,0,19,6,30,0
16700,15,3,0,2.9677555195034184,105.23636538695202,1,1,8,6,264,0
5200,37,1,1,2.1339937890761433,365.33469524747704,1,0,14,4,53,0
10800,12,0,1,0.7091654909189979,475.5644693885027,1,0,22,2,44,0
8000,4,1,0,3.446464405521994,213.27624573738353,1,1,16,1,14,0
15700,8,0,0,6.779574228095596,614.8380103522182,1,1,18,6,95,0
11200,34,1,0,0.5595471863115941,189.80858186212552,1,0,22,3,52,0
8300,49,1,0,6.033023378217074,25.460051006470856,1,1,16,2,10,0
16800,3,0,0,5.14669996804746,374.77007977734866,1,1,22,1,102,0
11300,11,3,1,17.21,63.71914756689513,0,0,10,3,2,1
16200,36,0,0,0.850301773852433,56.853912269675725,1,0,18,0,94,0
11700,11,1,1,0.5765285712852152,193.2580141127013,1,1,11,5,120,0
14800,8,0,0,3.198198324385605,224.31127171543034,1,1,10,3,47,0
11400,18,0,1,1.6418632673421412,720.0,1,1,22,2,57,0
15600,15,1,0,1.4043146877001202,429.9072984571756,1,1,17,0,10,0
8200,7,0,2,0.19697170814274909,182.49367865748832,1,1,13,4,14,0
13500,34,0,0,3.319765864043476,259.4872364535231,1,1,19,3,100,0
4200,27,1,0,3.8592819940504404,720.0,1,1,14,4,9,0
8000,14,0,1,1.4837599083963273,720.0,1,1,10,2,14,0
7800,6,1,0,0.2530252484330593,103.49713333348342,1,0,17,5,117,0
14000,7,1,0,2.320578717165794,24.694810921335076,1,1,20,3,16,0
6900,30,2,2,2.0163328849869693,37.65865509509935,1,1,21,0,164,0
14700,14,0,1,1.1090577514176356,31.799525379549927,1,1,8,2,199,0
4900,13,2,0,2.4292445744702866,184.23689621294366,1,1,22,2,7,0
5400,23,1,0,2.471599506369218,253.98156629799348,0,1,14,1,90,0
17000,20,0,1,0.26845947147378024,386.4401836196055,1,1,16,5,15,0
17700,6,0,0,1.7376978860561152,630.3717129636894,1,1,19,0,56,0
15500,4,0,0,2.99710258334821,23.752066863268407,1,1,12,5,10,0
7000,21,2,0,0.6470234233759807,285.35239273182697,1,0,11,0,10,0
10000,13,0,0,0.49253629849320957,507.46506879373203,1,1,22,0,68,0
13900,3,1,1,2.1507849355088156,28.199514859364832,1,0,8,4,45,0
8200,9,0,1,7.052884498469668,720.0,1,1,8,4,8,0
15600,4,0,0,0.942597770201721,201.4584410768202,1,1,8,4,7,0
7200,40,0,0,0.1963442460577672,45.195722205582115,1,1,14,6,66,0
5500,28,0,1,3.5429188631438917,432.8382243245887,1,1,9,1,70,0
14500,14,0,0,1.5676909693826147,350.9069127737668,1,1,10,0,16,0
8000,10,12,5,0.91,31.979893153227223,1,0,5,5,1,1
17400,9,1,0,3.937999970571232,361.0702233243553,1,1,16,1,8,0
9000,3,1,0,0.6888239356443987,324.4459647122516,1,1,10,6,134,0
17800,13,1,0,4.703697829128539,668.6990135726472,1,0,12,6,7,0
16600,22,1,0,0.8423819303783167,122.44086844743708,1,0,11,0,16,0
11100,60,2,0,2.4136209092738854,72.45639019060788,0,1,22,6,269,0
17200,30,1,0,3.349153030667727,137.89237349367897,0,1,17,0,7,0
8700,5,3,0,0.6647245878657261,720.0,1,1,11,1,27,0
13300,3,12,3,4.4,10.866409654647143,1,0,4,0,30,1
12300,15,2,0,0.23328164676500782,214.77880865992697,1,0,8,5,38,0
5900,12,0,1,1.752036023692518,35.67889407977151,1,1,11,6,33,0
15900,4,1,0,1.5179251064727546,302.32125290193966,1,1,21,5,31,0
15400,11,3,1,1.4492649530818804,122.6521951420907,1,0,8,3,25,0
4200,11,0,0,0.4734889505856015,131.6082915828215,1,1,21,4,9,0
12700,26,0,0,3.154345278429555,100.46786284280948,1,1,10,0,40,0
5000,14,2,2,2.2579944870283803,388.3487060350359,1,1,14,2,35,0
7900,4,1,0,5.595086535789454,47.160991802817676,1,1,16,4,116,0
15600,13,1,1,0.8810598950177694,379.52096898582494,1,1,10,6,50,0
12400,12,0,1,0.42260641800557097,216.92169098295147,1,1,21,1,36,0
11900,13,1,0,0.4304625671951896,16.0508583498315,1,1,15,2,28,0
6200,34,1,1,2.1345539774316316,420.7018966486986,1,0,22,1,13,0
17400,37,1,0,1.089558509384803,317.017892126008,1,1,15,5,24,0
13100,34,1,0,4.377505399274236,383.9038271966937,0,1,8,0,32,0
13900,19,0,0,3.0988746782559136,323.728391467818,1,0,9,3,135,0
7000,7,1,0,0.41408965792832425,268.5392348759733,1,0,21,2,11,0
6500,14,0,0,0.9632226074038154,487.9808943152194,0,0,22,1,62,0
13200,15,0,1,4.088351233610966,164.9900957622363,1,1,16,6,19,0
11400,20,0,0,0.5872224250030077,720.0,1,1,12,6,10,0
8700,21,0,1,5.613373593642664,94.76753565839854,1,0,19,3,133,0
5200,24,0,0,0.12654889790543852,57.64508278171353,1,1,18,6,100,0
11000,26,0,1,9.653419144212803,33.50472116859281,1,1,10,1,48,0
5300,12,1,0,1.073679896726791,324.69830274688945,1,1,21,3,70,0
6900,18,2,0,2.228413918012042,28.07195203116277,0,0,9,3,64,0
8500,24,0,0,0.6496872498402921,147.85513685459367,1,1,20,6,71,0
16500,18,0,1,0.6820644202965536,49.14796044142479,1,1,9,4,28,0
4000,20,1,0,1.0688585304778377,112.01586250736958,1,1,15,0,33,0
11500,9,1,0,2.0290130094412664,470.624399697831,1,0,21,6,37,0
4200,6,1,0,1.0830142197220902,314.8352292717963,0,0,11,0,121,0
12900,7,1,1,2.6233127191959134,192.55193936062685,1,1,13,2,51,0
15100,4,2,0,0.01578015733092543,92.01642359973667,1,0,17,3,38,0
15300,25,0,1,0.5383316297297934,101.8421003407388,1,0,22,5,84,0
5000,34,0,0,0.8432498876585706,66.50562177871801,1,0,11,4,60,0
15500,18,3,1,3.3960298001136993,93.57470772350983,1,1,11,3,88,0
10700,3,0,0,1.5067957630357918,13.26666230120208,1,1,9,3,25,0
8200,14,0,0,0.667057446362455,211.67787408465063,1,1,11,0,159,0
17600,6,0,0,5.86975561917725,170.78760508708436,1,1,19,2,85,0
16800,4,0,0,0.31811638191477337,399.1927645564888,1,1,13,0,135,0
16100,23,2,0,1.5170240856178463,720.0,1,1,20,0,127,0
12500,31,1,0,6.380464388188384,339.8671308460561,1,1,18,5,21,0
14100,12,0,1,1.0850188094680626,272.36786273103235,1,1,20,6,37,0
17000,32,0,0,1.724976479744511,391.8082025922877,1,1,8,0,27,0
9700,5,2,0,4.936690999528644,299.45883127854086,1,1,14,2,86,0
16400,22,0,2,0.013059185018589579,17.78157346012545,1,1,10,4,194,0
6600,15,1,1,0.12079892189874811,426.3201006983455,1,1,10,6,62,0
16700,5,1,0,4.303078528660519,449.5477814946916,1,1,13,4,85,0
14700,6,0,2,10.72,85.51477501782408,0,0,4,0,2,1
5500,30,0,1,0.781591313630257,283.2316181538138,1,1,14,3,14,0
13200,10,1,2,8.261501936792584,579.5229292372014,1,1,17,4,16,0
5900,18,0,1,3.242310949218448,250.30399172831696,1,1,11,6,39,0
4400,22,0,0,0.9553362099448632,73.52336820252974,1,1,17,2,26,0
10800,6,2,0,0.8229244917899847,499.878644468276,1,0,9,3,35,0
14800,6,1,0,0.11732040422913752,114.81161127045499,1,1,8,2,19,0
15000,21,0,0,0.08746179296128659,90.76052419112544,1,1,15,6,49,0
4000,7,1,0,4.04487820110469,354.7983239957658,1,1,14,5,51,0
7500,60,1,0,0.21667383147272248,94.51968178209977,1,1,18,4,58,0
11800,16,0,1,2.8510159637230394,356.70351917518207,1,1,9,0,11,0
9600,13,6,2,11.71,13.935050904402484,0,0,14,2,30,1
9000,3,0,0,0.7134028751429444,283.2830767887218,1,1,14,1,23,0
11000,5,2,0,0.21317993013162512,70.86560153501247,1,1,13,5,40,0
17400,6,1,2,0.2297618030696828,203.34056462990054,1,1,22,4,15,0
12400,23,1,1,5.288713136568658,621.9721415499616,1,1,14,4,14,0
10700,5,0,0,1.241931475134297,629.0387619272083,1,1,13,0,164,0
9100,38,1,0,1.3415562397955414,73.97811806593378,0,1,8,0,59,0
11500,14,2,0,0.7969682750102435,561.8374965403375,1,0,14,6,244,0
17300,18,1,1,0.6485293641246856,48.46603521595712,1,1,15,5,24,0
9500,6,2,1,0.21392807969607175,65.0343245215053,1,1,14,2,121,0
9200,55,1,0,0.06218722086511309,115.04722635041672,1,1,22,2,16,0
11300,4,0,0,1.7707831382500137,80.405393919659,1,1,9,1,16,0
17600,11,1,0,7.66829791294564,151.5476965341581,1,1,17,0,106,0
11600,6,0,1,0.4813681207558404,13.534548557770556,1,1,21,4,38,0
5800,19,0,0,0.16370749857913755,164.65224430286403,1,1,10,4,62,0
15900,4,3,2,10.34,48.68350497492206,0,0,18,6,18,1
13900,3,9,3,6.77,16.528962326144626,0,1,4,1,30,1
8600,15,0,0,0.138225196557644,112.55002345761994,1,1,15,2,16,0
7000,8,1,2,1.4729258816160846,51.479219297769255,1,1,18,1,25,0
14800,5,3,0,0.9111308994500977,30.447667735936378,0,1,13,3,68,0
14900,24,0,0,11.367905898203958,720.0,1,1,13,4,75,0
4800,18,0,0,0.6793495626363738,328.6526334565759,1,1,11,2,72,0
17600,26,1,1,2.5561539327062697,376.84791913254895,1,1,13,2,10,0
7100,17,1,1,0.3123774784599686,277.47007186162887,1,1,8,2,22,0
8500,48,0,0,3.484529286386967,458.7074783601531,1,1,22,1,36,0
17900,30,0,0,1.931914255107623,23.77540969909727,0,1,18,6,59,0
14200,6,9,3,6.88,11.402988842470812,0,0,2,3,4,1
8900,17,0,0,1.7466545972281273,72.65431827784288,1,0,19,6,13,0
4300,41,1,0,1.3037635313850742,24.910183279216792,1,1,10,3,13,0
7000,19,1,0,0.1052548876167178,41.93173093598596,1,1,9,5,14,0
8700,6,1,1,0.11182143424618715,13.663764381646628,1,0,22,0,23,0
8000,27,1,0,0.9378100861180806,144.68340148138148,1,1,14,1,109,0
